Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/efda5d01c8fbb5697a7b3e6ffddbcfa3.webp?v=1749548898,2,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/684497f3b1fd03454550fef552e76109.jpg?v=1749487907,3,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/0ea80c72cf09cbe0284dd2964bc78fd3.jpg?v=1749487907,4,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/3486457940a6a805e3ecd8c5b76e27a3.jpg?v=1749487907,5,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/43b99289b6283ead818f611458ae8451.jpg?v=1749487907,6,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-4-9m,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/5ce03308a0db1755319cae0d74333463.jpg?v=1749487907,7,"",,,,,,,,,,,,,,,,,,,
balancelle-de-jardin-3-places-convertible-matelas-fourni-gris-metal-noir,Balancelle de jardin 3 places convertible matelas fourni gris métal noir,"<h2>Description du Produit</h2>
<p>Découvrez l'élégance et le confort ultime avec notre ""Balancelle de jardin 3 places convertible matelas fourni gris métal noir"". Conçue pour transformer vos espaces extérieurs en havres de détente, cette balancelle se métamorphose aisément en un lit douillet, idéal pour lire ou faire la sieste.</p>
<p>Son matelas épais de 8 cm et son dossier ergonomique garantissent un confort inégalé, que vous soyez assis ou allongé. La structure robuste en métal époxy anti-corrosion assure durabilité et sécurité, tandis que le toit ajustable en polyester haute densité vous protège du soleil tout au long de la journée.</p>
<p>Facile à assembler et à entretenir, cette balancelle est le choix parfait pour ceux qui recherchent luxe et fonctionnalité dans leur mobilier d'extérieur.</p>
<ul>
<li>🔄 <strong>Design Convertible :</strong> Passez facilement du mode assis au mode couché pour répondre à vos besoins de détente.</li>
<li>🛋️ <strong>Dossier Ergonomique :</strong> Un dossier légèrement incliné pour un confort exceptionnel lors d'une utilisation prolongée.</li>
<li>🌞 <strong>Toit Ajustable :</strong> Canopy en polyester haute densité avec inclinaison ajustable pour une protection solaire à tout moment de la journée.</li>
<li>🔧 <strong>Durabilité &amp; Sécurité :</strong> Fabriqué en métal époxy résistant à la corrosion, garantissant une utilisation durable et sécurisée.</li>
<li>🛠️ <strong>Montage &amp; Entretien Faciles :</strong> Livré avec un manuel d'assemblage illustré ; entretien simple assurant longévité.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Couleurs principales :</strong> Gris, Noir</li>
<li>
<strong>Matériaux :</strong> Cadre en métal époxy anti-corrosion, auvent en polyester haute densité (180 g/m²), rembourrage en mousse</li>
<li>
<strong>Dimensions totales :</strong> 1,95 m (L) x 1,17 m (l) x 1,75 m (H)</li>
<li>
<strong>Dimensions en mode lit :</strong> 1,04 m (L) x 1,45 m (l)</li>
<li>
<strong>Hauteur du siège :</strong> 46 cm</li>
<li>
<strong>Dimensions de l'auvent :</strong> 190 cm (L) x 117,5 cm (l)</li>
<li>
<strong>Charge maximale recommandée :</strong> 240 kg</li>
<li>
<strong>Poids maximal supporté :</strong> 320 kg</li>
<li>
<strong>Matériau de la structure :</strong> Acier</li>
</ul>",Brico et Jardin,Home & Garden > Lawn & Garden > Outdoor Living > Porch Swings,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,100,continue,manual,39.99,0.00,true,true,"",https://cdn.shopify.com/s/files/1/0936/5897/2505/files/bfcfa2e11e763b349d4ab6025da240d1.webp?v=1749484838,1,Balancelle de jardin 3 places convertible matelas fourni gris métal noir,false,,,,,,,,,,,,,,,kg,,,active
balancelle-de-jardin-3-places-convertible-matelas-fourni-gris-metal-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/bc572f5e41e8f8b104ea1bcc3880bd36.png?v=1749484838,2,Balancelle de jardin 3 places convertible matelas fourni gris métal noir,,,,,,,,,,,,,,,,,,,
balancelle-de-jardin-3-places-convertible-matelas-fourni-gris-metal-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/8498a1ca9eedbd7706f281dab0b58cdd.png?v=1749484838,3,Balancelle de jardin 3 places convertible matelas fourni gris métal noir,,,,,,,,,,,,,,,,,,,
balancelle-de-jardin-3-places-convertible-matelas-fourni-gris-metal-noir,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/82b61562d3ac2b159cb22ec7c8c95c6e.png?v=1749484838,4,Balancelle de jardin 3 places convertible matelas fourni gris métal noir,,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,Serre de jardin polycarbonate alu,"<h2>Description du Produit</h2>
<p>Découvrez la Serre de Jardin Polycarbonate Alu, l'alliée parfaite pour optimiser vos cultures de fleurs, légumes et fruits. Grâce à sa structure robuste en aluminium anodisé et ses panneaux en polycarbonate double paroi, elle offre une isolation exceptionnelle contre le froid tout en garantissant une stabilité renforcée face aux intempéries.</p>
<p>Sa conception intègre un système de ventilation ajustable pour une circulation d'air optimale et des gouttières intégrées pour la collecte d'eau de pluie, promouvant ainsi un jardinage durable.</p>
<p>Avec une surface généreuse de 3,65 m² et une installation simplifiée grâce à sa fondation incluse, cette serre est idéale pour les jardiniers amateurs comme expérimentés cherchant à maximiser le potentiel de leur jardin dans toutes les conditions climatiques.</p>
<ul>
<li>🌱 <strong>Rendement et Qualité Accrus :</strong> Les panneaux en polycarbonate à double paroi offrent une protection supérieure contre le froid, les nuisibles et les oiseaux, garantissant un rendement et une qualité de production élevés.</li>
<li>🏗️ <strong>Durabilité et Stabilité :</strong> La structure en aluminium anodisé avec des tubes de renforcement assure une stabilité robuste capable de résister aux conditions climatiques difficiles.</li>
<li>🌬️ <strong>Ventilation Optimale &amp; Collecte d'Eau :</strong> Le système de ventilation réglable améliore la circulation de l'air, tandis que les gouttières intégrées permettent la récolte d'eau de pluie pour des pratiques de jardinage durables.</li>
<li>🌿 <strong>Espace de Culture Spacieux :</strong> Avec une surface au sol de 3.65 m², cette serre offre amplement d'espace pour cultiver diverses plantes.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Dimensions totales :</strong> 1.9L x 1.92W x 2.01H mètres</li>
<li>
<strong>Dimensions de la porte :</strong> 60W x 162H cm</li>
<li>
<strong>Dimensions de la ventilation :</strong> 60L x 60W cm</li>
<li>
<strong>Niveaux de ventilation :</strong> Quatre niveaux ajustables</li>
<li>
<strong>Matériaux :</strong> Cadre en aluminium anodisé avec panneaux en polycarbonate à double paroi</li>
<li>
<strong>Épaisseur des panneaux :</strong> 4 mm</li>
<li>
<strong>Options de couleur :</strong> Gris et transparent</li>
<li>
<strong>Résistance au vent :</strong> Jusqu'à 12 m/s</li>
<li>
<strong>Charge maximale recommandée :</strong> Jusqu'à 40 Kg/m²</li>
</ul>",Brico et Jardin,Home & Garden > Lawn & Garden > Gardening > Greenhouses,"","",false,Title,Default Title,,,,,,,,"",0.0,shopify,100,continue,manual,69.99,0.00,true,true,"",https://cdn.shopify.com/s/files/1/0936/5897/2505/files/92b75aea3a3687a529680bc86f1fb238.jpg?v=1749483315,1,"",false,,,,,,,,,,,,,,,kg,,,active
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/9d5d5c0f5d6281ef1d494c50df2bb3bf.webp?v=1749483316,2,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/cb622689e803f6c7ea97ed172a188707.jpg?v=1749483316,3,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/a9decbeb4a88542bb360e6ff6f8834ba.jpg?v=1749483316,4,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/9a9433cc6fa1a5765bd1b590963feab9.jpg?v=1749483316,5,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/bc45684b9c8482f56d68b93c519e3ab5.jpg?v=1749483316,6,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/a462d8c4d13c08d42869f7791e1c8704.jpg?v=1749483316,7,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/88a5af58d273967e2e4f18cf8f54e822.jpg?v=1749483316,8,"",,,,,,,,,,,,,,,,,,,
serre-de-jardin-polycarbonate-alu,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/4432f689dd8c047bebe1c7f914026ab1.jpg?v=1749483316,9,"",,,,,,,,,,,,,,,,,,,
mini-outils-a-main-de-reparation,Mini outils à main de réparation,"<h2>Description du Produit</h2>
<p>Découvrez une précision inégalée avec notre clé dynamométrique numérique miniaturisée. Conçue pour les espaces restreints, elle offre des fonctionnalités avancées telles que le réglage du couple en temps réel, plusieurs unités de mesure et des alertes intuitives par buzzer et LED.</p>
<p>Idéale pour les mécaniciens professionnels et les passionnés de bricolage, cette clé compacte garantit un serrage précis et contrôlé dans toutes les directions. Avec son écran rétroéclairé facile à lire et sa capacité de stockage de 999 enregistrements, c'est l'outil indispensable pour vos travaux minutieux.</p>
<ul>
<li>🔧 <strong>Précision dans les espaces restreints :</strong> Le design compact permet une utilisation facile dans les zones étroites ou confinées.</li>
<li>💡 <strong>Interface conviviale :</strong> Un grand écran rétroéclairé assure une lisibilité même dans des conditions de faible luminosité.</li>
<li>🔄 <strong>Utilisation bidirectionnelle :</strong> Fonctionne à la fois dans le sens horaire et antihoraire pour des applications polyvalentes.</li>
<li>📢 <strong>Alerte précise :</strong> Des indicateurs sonores et lumineux notifient les utilisateurs lorsque la valeur de couple souhaitée est atteinte.</li>
<li>⚙️ <strong>Unités multiples &amp; modes variés :</strong> Offre une flexibilité avec quatre unités de mesure différentes et trois modes opérationnels pour s'adapter à diverses tâches.</li>
<li>🗂️ <strong>Stockage &amp; récupération des données :</strong> Capable de stocker jusqu'à 999 enregistrements, facilitant le suivi et l'analyse des données.</li>
</ul>
<h2>Caractéristiques techniques</h2>
<ul>
<li>
<strong>Écran :</strong> Grand écran avec fonction de rétroéclairage</li>
<li>
<strong>Précision :</strong> ±2% dans le sens horaire, ±2,5% dans le sens antihoraire (sur toute la plage de 20 à 100%)</li>
<li>
<strong>Utilisation :</strong> Peut être utilisé dans les deux sens (horaire et antihoraire)</li>
<li>
<strong>Alertes :</strong> Buzzer et LED déclenchés aux valeurs de couple préréglées (en mode pic uniquement)</li>
<li>
<strong>Unités de mesure :</strong> Quatre unités d'ingénierie (N.m, kgf.cm, lbf.tf, lbf.in)</li>
<li>
<strong>Modes de mesure :</strong> Mode temps réel, mode pic, mode préréglé</li>
<li>
<strong>Capacité de stockage :</strong> Jusqu'à 999 ensembles d'enregistrements</li>
<li>
<strong>Fonction d'économie d'énergie :</strong> Arrêt automatique après 5 minutes</li>
</ul>",outillage,Hardware > Tools > Measuring Tools & Sensors > Electrical Testing Tools,"",Outils,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/Captured_ecran2024-09-12a16.27.52.png?v=1749144799,1,"",false,,,,,,,,,,,,,,,kg,,,active
mini-outils-a-main-de-reparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/494db8319f266752397202b850f1783b.webp?v=1749144799,2,"",,,,,,,,,,,,,,,,,,,
mini-outils-a-main-de-reparation,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/fd8a0834abdc1df0acd2aed8cb2535a5.webp?v=1749144799,3,"",,,,,,,,,,,,,,,,,,,
bande-de-protection-ultra-resistante-pour-troncs-darbres,Bande de protection ultra-résistante pour troncs d'arbres,"<h2>Description du Produit</h2>
<p>La ""Bande de Protection Ultra-Résistante pour Troncs d'Arbres"" est la solution idéale pour protéger vos arbres des conditions environnementales extrêmes. Fabriquée à partir de matériaux écologiques et durables, cette bande offre une résistance exceptionnelle au froid et aux rayons UV tout en permettant au tronc de respirer grâce à son design perforé. Protégez vos arbres contre les brûlures solaires, les fissures et l'accumulation d'humidité avec ce produit réutilisable et respectueux de l'environnement, parfait pour les amateurs de jardinage soucieux de la santé et de la longévité de leurs arbres.</p>
<ul>
<li>❄️ <strong>Résistance au froid et à la chaleur :</strong> Protège les troncs des températures extrêmes et maintient une température optimale.</li>
<li>🌞 <strong>Prévention de l'exposition au soleil :</strong> Bouclier contre les rayons UV nocifs, évitant les coups de soleil, brûlures et fissures sur l'écorce.</li>
<li>🌬️ <strong>Design respirant :</strong> Conception unique avec trous d'air permettant au tronc de respirer, assurant une bonne circulation de l'air pour éviter l'accumulation d'humidité et réduire le risque de maladies fongiques.</li>
<li>🌿 <strong>Écologique et durable :</strong> Fabriqué à partir de matériaux durables et respectueux de l'environnement, réutilisable plusieurs fois pour réduire les déchets.</li>
</ul>
<h2>Caractéristiques techniques<strong></strong>
</h2>
<ul>
<li>
<strong>Matériaux :</strong> Matériaux de haute qualité et respectueux de l'environnement</li>
<li>
<strong>Résistance au froid :</strong> Propriétés résistantes au froid</li>
<li>
<strong>Protection UV :</strong> Protection contre les rayons UV</li>
<li>
<strong>Design respirant :</strong> Conception respirante avec des trous d'aération</li>
<li>
<strong>Capacité :</strong> Convient aux troncs de différentes tailles</li>
<li>
<strong>Compatibilité :</strong> Utilisable sur différents types d'arbres</li>
</ul>",outillage,Home & Garden > Lawn & Garden > Outdoor Living > Outdoor Structures,"",Outils de jardinage,true,Title,Default Title,,,,,,,,,0.0,shopify,100,continue,manual,9.99,0.00,true,true,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/a13ebd472ba5c60827ad7d9eaf063075.webp?v=1749144704,1,"",false,,,,,,,,,,,,,,,kg,,,active
bande-de-protection-ultra-resistante-pour-troncs-darbres,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0936/5897/2505/files/4ecb0dce7d6220eb4018a6a59d4e7136.webp?v=1749144704,2,"",,,,,,,,,,,,,,,,,,,
